Cbench started.
  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc898b64b8>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc898b64b8>.octets
  0.00   514.50      0.00        3     0.00     3.33  #<BinData::Struct:0x007fbc897c2778>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc897c2778>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc896808b0>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x007fbc896808b0>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007fbc88ff99d8>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc89408240>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x007fbc89408240>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8915ac78>.port=
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x007fbc8915ac78>.port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc89061650>.xid=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc89061650>.xid
  0.00   514.50      0.00        8     0.00     1.25  #<BinData::Struct:0x007fbc89031fb8>.match=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc89031fb8>.match
  0.00   514.50      0.00       79     0.00     0.00  #<BinData::Struct:0x00000003110c30>.octets
  0.00   514.50      0.00       72     0.00     0.00  #<BinData::Struct:0x007fbc88ba4ab8>.flags
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88b960f8>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x000000030030b8>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x0000000326b530>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007fbc88c05570>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x0000000311f7d0>.command=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x0000000311f7d0>.command
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x0000000304d2a8>.binary=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x0000000304d2a8>.binary
  0.00   514.50      0.00       20     0.00     0.00  #<BinData::Struct:0x00000002977528>.port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x0000000277dce0>.action_length
  0.00   514.50      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007fbc89110f88>.actions
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x00000003073160>.flags
  0.00   514.50      0.00       12     0.00     0.83  #<BinData::Struct:0x00000002977528>.port=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88ba4ab8>.flags=
  0.00   514.50      0.00        1     0.00    10.00  #<BinData::Struct:0x007fbc88b960f8>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x000000030030b8>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x0000000326b530>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003110c30>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003073160>.flags=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc88ffab30>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc893fed80>.version
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc89504ea0>.message_length
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc88c455d0>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88cd99b0>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc88df0a38>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc88df0a38>.type
  0.00   514.50      0.00        6     0.00     0.00  #<BinData::Struct:0x007fbc8980fde8>.reason
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8984c9f0>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc88be1e90>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc88be1e90>.type
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc88be1e90>._length
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x007fbc8946df50>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8951fd40>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc894c6880>.octets
  0.00   514.50      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x007fbc89648528>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00   514.50      0.00       26     0.00     0.00  #<BinData::Struct:0x007fbc89105930>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc891e90b8>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc891c7fa8>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc891af9f8>.ether_type
  0.00   514.50      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc892d3f28>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8911ee30>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc892d3f28>.ip_header_length
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc892d3f28>.source_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc892d3f28>.destination_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc892d3f28>.vlan_pcp
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc892d3f28>.ip_type_of_service
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc892d3f28>.ip_protocol
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc892d3f28>.source_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc892d3f28>.destination_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc892d3f28>.transport_source_port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc892d3f28>.transport_destination_port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003173dd0>.flags=
  0.00   514.50      0.00        3     0.00     6.67  #<BinData::Struct:0x00000003045558>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x00000003045558>.octets
  0.00   514.50      0.00        3     0.00     6.67  #<BinData::Struct:0x00000002793ec8>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x00000002793ec8>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x000000027cbbc0>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x000000027cbbc0>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x0000000331ece8>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x0000000183e4c8>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x0000000183e4c8>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc88e07030>.port=
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x007fbc88e07030>.port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc895834d0>.xid=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc895834d0>.xid
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc89434db8>.match
  0.00   514.50      0.00       79     0.00     0.00  #<BinData::Struct:0x007fbc88e34fa8>.octets
  0.00   514.50      0.00       72     0.00     0.00  #<BinData::Struct:0x007fbc894a18c8>.flags
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc893ff1e0>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8918a040>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88ea1a90>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007fbc896187d8>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8951e0d0>.command=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc8951e0d0>.command
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x007fbc893de530>.binary=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc893de530>.binary
  0.00   514.50      0.00       20     0.00     0.00  #<BinData::Struct:0x007fbc892be560>.port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007fbc8931aea0>.action_length
  0.00   514.50      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007fbc88c15560>.actions
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x007fbc89408d58>.flags
  0.00   514.50      0.00       12     0.00     1.67  #<BinData::Struct:0x007fbc892be560>.port=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc894a18c8>.flags=
  0.00   514.50      0.00        1     0.00    10.00  #<BinData::Struct:0x007fbc893ff1e0>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8918a040>.octets=
  0.00   514.50      0.00        1     0.00    10.00  #<BinData::Struct:0x007fbc88ea1a90>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88e34fa8>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc89408d58>.flags=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x000000032b06a8>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x000000033043c0>.version
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x00000003387248>.message_length
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x000000030e7d08>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003135a80>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x000000031ecbb8>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x000000031ecbb8>.type
  0.00   514.50      0.00        6     0.00     0.00  #<BinData::Struct:0x00000002a8a730>.reason
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x00000002951648>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x0000000304db40>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x0000000304db40>.type
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x0000000304db40>._length
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x0000000182cde0>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x00000001be2c00>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x00000001a697e8>.octets
  0.00   514.50      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x000000026d2908>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00   514.50      0.00       26     0.00     0.00  #<BinData::Struct:0x007fbc8937fc88>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88e4aa38>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88e11300>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88d68660>.ether_type
  0.00   514.50      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88e9b938>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88e57d28>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88e9b938>.ip_header_length
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88e9b938>.source_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88e9b938>.destination_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88e9b938>.vlan_pcp
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88e9b938>.ip_type_of_service
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88e9b938>.ip_protocol
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88e9b938>.source_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88e9b938>.destination_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88e9b938>.transport_source_port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88e9b938>.transport_destination_port
  0.00   514.50      0.00       96     0.00     0.00  #<BinData::Struct:0x007fbc894c6a60>.flags
  0.00   514.50      0.00        3     0.00     3.33  #<BinData::Struct:0x007fbc89388248>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc89388248>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc892e9f08>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc892e9f08>.octets
  0.00   514.50      0.00        3     0.00     3.33  #<BinData::Struct:0x007fbc891c5398>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x007fbc891c5398>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007fbc89698988>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8908cfd0>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x007fbc8908cfd0>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc88c1d3f0>.port=
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x007fbc88c1d3f0>.port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003051d58>.xid=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x00000003051d58>.xid
  0.00   514.50      0.00        8     0.00     2.50  #<BinData::Struct:0x000000033dab78>.match=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x000000033dab78>.match
  0.00   514.50      0.00       79     0.00     0.00  #<BinData::Struct:0x00000003184ab8>.octets
  0.00   514.50      0.00       72     0.00     0.00  #<BinData::Struct:0x000000032bdfd8>.flags
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003290ce0>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x0000000323f818>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x000000031bc0a8>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x000000034321e8>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc894d3328>.command=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc894d3328>.command
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x007fbc89483148>.binary=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc89483148>.binary
  0.00   514.50      0.00       20     0.00     0.00  #<BinData::Struct:0x007fbc897e3388>.port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007fbc88f72eb0>.action_length
  0.00   514.50      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007fbc88bedf88>.actions
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x007fbc895adc58>.flags
  0.00   514.50      0.00       12     0.00     0.83  #<BinData::Struct:0x007fbc897e3388>.port=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x000000032bdfd8>.flags=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003290ce0>.octets=
  0.00   514.50      0.00        1     0.00    10.00  #<BinData::Struct:0x0000000323f818>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x000000031bc0a8>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003184ab8>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc895adc58>.flags=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc896054d0>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc89648348>.version
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc8969a170>.message_length
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc893d5bd8>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc893f6388>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc894c59d0>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc894c59d0>.type
  0.00   514.50      0.00        6     0.00     0.00  #<BinData::Struct:0x007fbc8926a140>.reason
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc892bf9d8>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc89344318>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc89344318>.type
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc89344318>._length
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x007fbc89054c20>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc89086400>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8906d018>.octets
  0.00   514.50      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x007fbc890e1a80>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00   514.50      0.00       26     0.00     0.00  #<BinData::Struct:0x007fbc88ba82a8>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88c06d58>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88bf6ed0>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88bda820>.ether_type
  0.00   514.50      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88cef620>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88bb5688>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88cef620>.ip_header_length
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88cef620>.source_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88cef620>.destination_mac
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88cef620>.vlan_pcp
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88cef620>.ip_type_of_service
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88cef620>.ip_protocol
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88cef620>.source_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88cef620>.destination_ip_address
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88cef620>.transport_source_port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007fbc88cef620>.transport_destination_port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc8920c9c8>.flags=
  0.00   514.50      0.00       96     0.00     0.00  #<BinData::Struct:0x007fbc8920c9c8>.flags
  0.00   514.50      0.00        3     0.00     6.67  #<BinData::Struct:0x007fbc88ff2278>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc88ff2278>.octets
  0.00   514.50      0.00        3     0.00     3.33  #<BinData::Struct:0x007fbc89652d20>.octets=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc89652d20>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc88e553e8>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x007fbc88e553e8>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x00000001fec800>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc88c2afa0>.octets=
  0.00   514.50      0.00       27     0.00     0.00  #<BinData::Struct:0x007fbc88c2afa0>.octets
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc894db4b0>.port=
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x007fbc894db4b0>.port
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc88cdace8>.xid=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc88cdace8>.xid
  0.00   514.50      0.00        8     0.00     3.75  #<BinData::Struct:0x007fbc88c42a38>.match=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc88c42a38>.match
  0.00   514.50      0.00       79     0.00     0.00  #<BinData::Struct:0x007fbc893ddc48>.octets
  0.00   514.50      0.00       72     0.00     0.00  #<BinData::Struct:0x007fbc895745c0>.flags
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc894f0680>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8946f5d0>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc893f7aa8>.octets
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007fbc896cfcd0>.wildcards
  0.00   514.50      0.00        3     0.00     0.00  #<BinData::Struct:0x007fbc890110b0>.command=
  0.00   514.50      0.00        2     0.00     0.00  #<BinData::Struct:0x007fbc890110b0>.command
  0.00   514.50      0.00        4     0.00     0.00  #<BinData::Struct:0x007fbc88ed22f8>.binary=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc88ed22f8>.binary
  0.00   514.50      0.00       20     0.00     0.00  #<BinData::Struct:0x007fbc88c61870>.port
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007fbc88cc44e8>.action_length
  0.00   514.50      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007fbc893fdcf0>.actions
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x007fbc88f34cc8>.flags
  0.00   514.50      0.00       12     0.00     0.00  #<BinData::Struct:0x007fbc88c61870>.port=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc895745c0>.flags=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc894f0680>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8946f5d0>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc893f7aa8>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc893ddc48>.octets=
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88f34cc8>.flags=
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc89195800>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc8942a390>.version
  0.00   514.50      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x00000001c34370>.message_length
  0.00   514.50      0.00        5     0.00     0.00  #<BinData::Struct:0x007fbc88f8bf78>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc891732f0>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc8947aa98>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007fbc8947aa98>.type
  0.00   514.50      0.00        6     0.00     0.00  #<BinData::Struct:0x007fbc88c5b100>.reason
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88e43af8>.xid
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc88fc1e70>.version
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc88fc1e70>.type
  0.00   514.50      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007fbc88fc1e70>._length
  0.00   514.50      0.00        9     0.00     0.00  #<BinData::Struct:0x007fbc88c37138>.ether_type
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88dcf338>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88d575b8>.octets
  0.00   514.50      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x007fbc88e7a490>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00   514.50      0.00       26     0.00     0.00  #<BinData::Struct:0x007fbc88d2cbb0>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc89275018>.octets
  0.00   514.50      0.00        1     0.00     0.00  #<BinData::Struct:0x007fbc88fa3678>.octets
